"","vwti","swti","cwti","ei","class"
"727",0.506453410639725,0.700581858729939,0.374007366403171,0.451921765460051,"0"
"729",0.52113623088073,0.525156503159998,0.356200314472182,0.642117351809924,"0"
"732",0.54875711226013,0.713729246726811,0.320588278372499,0.572912518071961,"0"
"734",0.67017718451853,0.439441415619259,0.400050832489715,0.694745628631441,"0"
"737",0.474170867317137,0.705087802669441,0.394049152432852,0.415592351127963,"0"
"738",0.684447136706834,0.672567325358189,0.272617227044608,0.600354619602281,"0"
"741",0.39881011617593,0.792660722103522,0.355646412647813,0.248391936495813,"0"
"747",0.705895333491985,0.680604833730594,0.286416955650807,0.645927057475654,"0"
"750",0.54290634532592,0.524041579512586,0.491960281732613,0.642752393682315,"0"
"758",0.619821301083876,0.580349264912235,0.387339263790467,0.676544368367932,"0"
"771",0.519559526642581,0.512009115163126,0.329203351498051,0.674357729343408,"1"
"772",0.462064340263505,0.35967475780832,0.487175996726043,0.696156469079899,"1"
"774",0.438708002509573,0.368825842759694,0.474973614491567,0.699049073897269,"1"
"780",0.426008696969041,0.306339827949425,0.569671958127814,0.659683570201042,"1"
"782",0.425870237760422,0.354704075256224,0.477964115708532,0.669489784227611,"1"
"785",0.357229085087511,0.618305163388177,0.316756714842656,0.400845631359284,"1"
"790",0.550358046859788,0.535842123578562,0.268365390828613,0.672382225374397,"1"
"791",0.555082967353915,0.594749426560448,0.208924978999289,0.443176300499195,"1"
"795",0.434415767042382,0.366782788955536,0.457012514269714,0.675627267519572,"1"
"806",0.348566730848279,0.583878584231067,0.323201412970901,0.471393109468343,"1"
"814",0.412396426021678,0.544436420240452,0.334452081762767,0.571144875746747,"1"
"824",0.419072755987279,0.581741235635947,0.301542636827708,0.525502605090155,"1"
"841",0.407000843735803,0.299835732487175,0.578886423848192,0.619471889576912,"1"
"847",0.412084892802285,0.505458545839617,0.370773903116721,0.654957309255572,"1"
"853",0.293286891807109,0.667596642806093,0.3321708488595,0.286701764914482,"1"
"857",0.515198494256106,0.522090350873911,0.286481573222478,0.690371805013776,"1"
"860",0.250585206498929,0.715215512241484,0.329535485816443,0.336719495894596,"1"
"875",0.383592583778638,0.553403405838045,0.325681952312232,0.551111596060995,"1"
"879",0.362546784068537,0.599861551298986,0.324906799922459,0.566916718950326,"1"
"882",0.310594292884495,0.210870842329381,0.784008443362699,0.490722605635724,"1"
"886",0.506008653700539,0.485621166935457,0.37287785125035,0.708573065277285,"1"
"895",0.425126019514095,0.305179103974974,0.57549787838973,0.660671594969857,"1"
"900",0.442195443826666,0.557352561488062,0.324419583432055,0.575378488229357,"1"
"901",0.476244726651234,0.446318200017213,0.432561225149159,0.720777435281923,"1"
"903",0.37940851956818,0.239347869199654,0.644594740129666,0.516047900924739,"1"
"908",0.444527616121844,0.478281889038979,0.396220302841019,0.665186393518645,"1"
"909",0.427423577007118,0.327015083424697,0.519776853985827,0.600283695681824,"1"
"913",0.55783051727495,0.599720109112544,0.216609300622483,0.452909244660247,"1"
"916",0.429024511606776,0.367061183100278,0.49426325198699,0.674146048719278,"1"
"921",0.267555113255306,0.692914794179168,0.343820104680466,0.391816470716604,"1"
"924",0.523233022521256,0.487897488091541,0.308893531781076,0.683881175154805,"1"
"931",0.408584470934383,0.50387888357961,0.351106382062162,0.669419242205188,"1"
"935",0.434709992860697,0.533751922378923,0.327453766127469,0.633651763550561,"1"
"938",0.379135928001212,0.337329137464593,0.6424468520473,0.620388990425271,"1"
"939",0.315301905977544,0.385365598117098,0.619370624851918,0.644092855778936,"1"
"941",0.512865023905848,0.524970832226368,0.323400952032223,0.666667896014621,"1"
"953",0.449118404257621,0.582670712861136,0.290955693885024,0.488463951553507,"1"
"956",0.409151288319668,0.304761512757861,0.569229973937579,0.650865544613874,"1"
"965",0.443666572918244,0.349639097913166,0.482546793891486,0.683458359475163,"1"
"973",0.56319148475867,0.533008789621586,0.276052297154673,0.688184620420633,"1"
"977",0.405239815676179,0.391869693579348,0.482148749649988,0.716403611664257,"1"
"983",0.352482530342038,0.573798022054504,0.340631098283327,0.600425543522737,"1"
"985",0.474523505614088,0.469546150190648,0.327719473582183,0.659613191849205,"1"
"996",0.412824784198343,0.535747828787601,0.322271436879402,0.622081889849696,"1"
"1004",0.339402461977803,0.216119919026219,0.774951644517199,0.540598488774926,"1"
"1005",0.343824502953075,0.318187294899475,0.656176793676094,0.614251343462724,"1"
"1022",0.449352054172165,0.55721336441569,0.324330928123721,0.590125207998036,"1"
"1025",0.374631676870822,0.234471481438519,0.645636375385013,0.548503778062686,"1"
"1041",0.582043571382212,0.61653825861469,0.203874469597433,0.489806050355984,"1"
"1049",0.468048374186011,0.579558984759417,0.258799405518341,0.506031261081863,"1"
"1050",0.333383813253142,0.599675206831134,0.327365110819135,0.453825799939988,"1"
"1052",0.341375505700625,0.565713366286619,0.358171150408168,0.649454158596798,"1"
"1053",0.4,0.503739686507239,0.354760634975338,0.689172645189449,"1"
"1069",0.518461804729247,0.486921986027907,0.364924720529003,0.714710712239832,"1"
"1071",0.368738506803972,0.216537510243333,0.741841600792642,0.630265419133092,"1"
"1072",0.394915950933518,0.352984317878218,0.56422340448446,0.749774952944707,"1"
"1073",0.445596348138373,0.513356408116836,0.360031619531738,0.752595542704384,"1"
"1074",0.430867749821517,0.583508140409434,0.277623796497728,0.546457895741837,"1"
"1089",0.532555654111589,0.593727899658369,0.220995541387555,0.44550042281568,"1"
"1091",0.441407957077645,0.473960044453259,0.399585585973679,0.693546468807114,"1"
"1097",0.315760552106094,0.645482269211628,0.351416546406186,0.368111514225702,"1"
"1101",0.566912575990308,0.524227474957623,0.284245805242639,0.722398319648654,"1"
"1105",0.374060532635268,0.549128708647805,0.355690869537123,0.641623612209826,"1"
"1108",0.557480042403133,0.556328789471912,0.254038382837573,0.673369704574593,"1"
"1109",0.567444778573438,0.590196335225466,0.231802184073923,0.579257481109687,"1"
"1112",0.229171624515934,0.689059933320112,0.347607211320999,0.490651681715268,"1"
"1118",0.418679012612769,0.531660598622248,0.329247549917074,0.628149158460405,"1"
"1127",0.359396837072453,0.346666566883819,0.632369095569389,0.635203906271311,"1"
"1132",0.330701166086148,0.221833734335652,0.740357981347061,0.614180965110887,"1"
"1141",0.48173766306817,0.50703809584392,0.330997135287656,0.723243951007938,"1"
"1144",0.398169742336067,0.57128798452368,0.320455424645142,0.510477645325841,"1"
"1151",0.322579668130584,0.615377534640239,0.32393236694165,0.381799830873728,"1"
"1154",0.385232460030721,0.273262562348689,0.569870980248562,0.559720668867127,"1"
"1158",0.279492893148433,0.672194636422486,0.338460645744933,0.268076052265474,"1"
"1170",0.547232330225213,0.586063080221668,0.234037952053762,0.572983441992417,"1"
"1174",0.299340155333925,0.579280590614675,0.36441553406423,0.595624539676478,"1"
"1184",0.350055167340934,0.597769104985276,0.334584961337153,0.550686052538258,"1"
"1185",0.472894446487679,0.548199231422617,0.298019686820169,0.603175209361958,"1"
"1188",0.33068385868507,0.322787533629938,0.661139423180477,0.583987561035489,"1"
"1197",0.417519416740584,0.592008142280362,0.286525513171215,0.454038571701356,"1"
"1199",0.427311078900115,0.366688494164574,0.481771383031426,0.689595460869091,"1"
"1201",0.425333708327023,0.361253072999884,0.482482176319814,0.696368149704029,"1"
"1202",0.466910412565173,0.508478269166726,0.331417924914382,0.69679151095229,"1"
"1206",0.432698007485451,0.478513135788241,0.388246494496737,0.694886930903735,"1"
"1212",0.31446249702529,0.620581709055668,0.319857324401749,0.367833274230066,"1"
"1216",0.47376673950198,0.409430975838831,0.39411635470739,0.693546468807114,"1"
"1218",0.53137702009822,0.596655528406306,0.214438150214315,0.426596470171036,"1"
"1220",0.349808536875581,0.51953518655027,0.397259353393499,0.641411931585695,"1"
"1224",0.562693896977695,0.601996654780035,0.2151024188511,0.524586049810415,"1"
"1225",0.516330398286567,0.621185644740633,0.20349710297887,0.31767369540904,"1"
"1229",0.446660753304632,0.466200930225597,0.332613866930881,0.659824872473335,"1"
"1239",0.457361054020726,0.561021077879265,0.271399831994314,0.587511934313538,"1"
"1245",0.335071284858187,0.600649586337733,0.330509918797252,0.550969748220082,"1"
"1251",0.399277416005019,0.590104285548575,0.30001507743339,0.508431763004992,"1"
"1256",0.396166410661359,0.504111252885907,0.375090356904388,0.732207643416351,"1"
"1259",0.477856045691539,0.521765258356502,0.326656385293041,0.630124662429417,"1"
"1268",0.398459641304113,0.306247778272534,0.565686346307106,0.618907771624976,"1"
"1270",0.412794496246457,0.354378533716001,0.481352661166993,0.640636133009629,"1"
"1275",0.394253942842308,0.343925282603734,0.515633575290241,0.629912981805287,"1"
"1282",0.383947385500725,0.380951703854487,0.490497339909966,0.691429662565809,"1"
"1291",0.509474504034788,0.553542602910416,0.249608202123764,0.630759704301809,"1"
"1294",0.33293382082513,0.591868945207991,0.321119693281926,0.447409912981805,"1"
"1299",0.463133072280034,0.569756816727597,0.255920046524652,0.594778908317194,"1"
"1304",0.334668887783138,0.37268294873282,0.597576410278502,0.611004119043073,"1"
"1313",0.528905090539342,0.502252971969751,0.34136179378379,0.690724242341581,"1"
"1321",0.473518378296519,0.357490261817719,0.487597303293342,0.70038953599389,"1"
"1323",0.462590052571231,0.365157326368491,0.481440541064467,0.722682015330478,"1"
"1325",0.507406485948554,0.575005893424435,0.244958321666272,0.520494285168717,"1"
"1339",0.573108625576012,0.528733867919939,0.276825123311866,0.711324367822363,"1"
"1346",0.601099019968414,0.601161472345808,0.212468606629763,0.551182519981451,"1"
"1358",0.392640027691842,0.500441164914854,0.360784543476856,0.689807141493221,"1"
"1363",0.410946931181446,0.544993208529937,0.337796247873005,0.574816552551897,"1"
